逸	2002		yì	flee	flee, escape, break loose	はしる うしなう それる	イツ イチ	[sound:agj-pinyin-yi4.mp3]	1522
裕	2003		yù	abundant	abundant, rich, plentiful	ゆたか	ユウ ユ	[sound:agj-pinyin-yu4.mp3]	1523
舒	2005		shū	relax	open up, unfold, stretch out; comfortable, easy	のべる	ジョ ショ	[sound:agj-pinyin-shu1.mp3]	1524
訪	2006	访	fǎng	call on	visit; ask, inquire	おとずれる たずねる とう	ホウ	[sound:agj-pinyin-fang3.mp3]	1525
薩	2008	萨	sà	Samoa	transliteration used in 'bodhisattva,' etc.	すくう	サツ サチ	[sound:agj-pinyin-sa4.mp3]	1527
飲	2009	饮	yǐn	beverage	drink; swallow; kind of drink	のむ	イン オン	[sound:agj-pinyin-yin3.mp3]	1528
閣	2010	阁	gé	cabinet	chamber, pavilion; cabinet	かんぬき たな たかどの	カク	[sound:agj-pinyin-ge2.mp3]	1530
庸	2011		yōng	mediocre	usual, common, ordinary, mediocre	もちいる つね あに	ヨウ	[sound:agj-pinyin-yong1.mp3]	1531
啪	2012		pā	clapping sound	syllable			[sound:agj-pinyin-pa1.mp3]	1532
搶	2013	抢	qiǎng	rob	plunder, rob, take by force	つく こばむ とどく	ショウ	[sound:agj-pinyin-qiang3.mp3]	1533
砂	2014		shā	gravel	sand; pebbles, gravel; gritty	すな	サ シャ	[sound:agj-pinyin-sha1.mp3]	1535
緒	2015	绪	xù	inception	end of thread; thread	お いとぐち	ショ チョ	[sound:agj-pinyin-xu4.mp3]	1536
穹	2016		qióng		high and vast; elevated; arched	そら あめ	キュウ	[sound:agj-pinyin-qiong2.mp3]	1538
儘	2017	尽	jǐn	utmost	utmost	ことごとく まま	ジン	[sound:agj-pinyin-jin3.mp3]	1539
掃	2018	扫	sǎo	sweep	sweep, clear away; exterminate	はく はらう	ソウ	[sound:agj-pinyin-sao3.mp3]	1540
慈	2019		cí	kindhearted	kind, charitable, benevolent	いつくしむ いつくしみ	ジ	[sound:agj-pinyin-ci2.mp3]	1541
欄	2020	栏	lán	railing	railing, balustrade; animal pan	てすり	ラン	[sound:agj-pinyin-lan2.mp3]	1542
嘗	2021	尝	cháng	attempt	taste; experience, experiment	なめる こころみる かって	ショウ ジョウ	[sound:agj-pinyin-chang2.mp3]	1543
勸	2022	劝	quàn	advise	recommend, advise, urge	すすめる	カン ケン	[sound:agj-pinyin-quan4.mp3]	1544
鮮	2023	鲜	xiān	fresh	fresh, new, delicious; rare, few	あざやか すくない	セン	[sound:agj-pinyin-xian1.mp3]	1545
奮	2025	奋	fèn	exert oneself	strive, exert effort; arouse	ふるう	フン	[sound:agj-pinyin-fen4.mp3]	1546
賜	2026	赐	cì	grant	give, bestow favors; appoint	たまわる たまう たまもの	シ	[sound:agj-pinyin-ci4.mp3]	1547
菩	2027		pú	bodhisattva	herb, aromatic plant	ほとけぐさ	ハイ ボ	[sound:agj-pinyin-pu2.mp3]	1548
喊	2028		hǎn	yell	shout, call out, yell; howl; cry	さけぶ	カン	[sound:agj-pinyin-han3.mp3]	1549
闡	2029	阐	chǎn	explicate	explain, clarify, elucidate	ひらく	セン	[sound:agj-pinyin-chan3.mp3]	1550
幽	2030		yōu	secluded	quiet, secluded, tranquil; dark	くらい かすか	ユウ	[sound:agj-pinyin-you1.mp3]	1551
擴	2031	扩	kuò	enlarge	expand, enlarge, stretch	ひろがる ひろげる はる	カク	[sound:agj-pinyin-kuo4.mp3]	1552
汙	2033		wū		filthy, dirty, impure, polluted	けがあす けがあれる とごおす けがあれるけがあるわしい	オ	[sound:agj-pinyin-wu1.mp3]	2841
污	2034		wū	filthy	filthy, dirty, impure, polluted	けがす けがれる よごす きたない	オ	[sound:agj-pinyin-wu1.mp3]	1553
彰	2035		zhāng	manifest	clear, manifest, obvious	あや あきらか あらわれる	ショウ ソウ	[sound:agj-pinyin-zhang1.mp3]	1554
毫	2036		háo	milli-	fine hair; measure of length	すこし	コウ ゴウ	[sound:agj-pinyin-hao2.mp3]	1555
祥	2037		xiáng	propitious	good luck, good omen; happiness	さいわい	ショウ	[sound:agj-pinyin-xiang2.mp3]	1556
盜	2039	盗	dào	master thief	rob, steal; thief, bandit	ぬすむ	トウ	[sound:agj-pinyin-dao4.mp3]	1557
証	2040		zhèng		prove, confirm, verify; proof	あかし	ショウ セイ	[sound:agj-pinyin-zheng4.mp3]	1558
罰	2041	罚	fá	penalize	penalty, fine; punish, penalize	つみ とがめ しおき	バツ バチ ハツ	[sound:agj-pinyin-fa2.mp3]	1559
尖	2042		jiān	tip	sharp, pointed, acute, keen	とがる するどい	セン	[sound:agj-pinyin-jian1.mp3]	1561
灰	2043		huī	ashes	ashes; dust; lime, mortar	はい	カイ	[sound:agj-pinyin-hui1.mp3]	1562
狐	2044		hú	fox	species of fox	きつね	コ	[sound:agj-pinyin-hu2.mp3]	1563
衡	2045		héng	weight	measure, weigh, judge, consider	はかり はかる	コウ	[sound:agj-pinyin-heng2.mp3]	1564
擎	2046		qíng		lift up, hold up, support	ささげる	ケイ ギョウ	[sound:agj-pinyin-qing2.mp3]	1565
汪	2047		wāng	tearful	vast, extensive, deep; surname	ひろい おおい いけ	オウ	[sound:agj-pinyin-wang1.mp3]	1566
籌	2048	筹	chóu	make arrangements	chip, tally, token; raise money	かずとり はかりごと	チュウ	[sound:agj-pinyin-chou2.mp3]	1568
犀	2049		xī	rhinoceros	rhinoceros; sharp, well-tempered	さい かたい するどい	セイ サイ	[sound:agj-pinyin-xi1.mp3]	3001
遲	2050	迟	chí	tardy	late, tardy; slow; delay	おそい おくれる	チ	[sound:agj-pinyin-chi2.mp3]	1569
誇	2052	夸	kuā	brag	exaggerate; brag, boast; flaunt	ほこる ほこり	コ カ	[sound:agj-pinyin-kua1.mp3]	1570
邱	2053		qiū		surname; hill; mound; grave	おか	キュウ	[sound:agj-pinyin-qiu1.mp3]	1571
稅	2054	税	shuì	tax	taxes, revenue, duty; tax	みつぎ	ゼイ ダツ エツ	[sound:agj-pinyin-shui4.mp3]	1572
浩	2055		hào	vast	great, numerous, vast, abundant	ひろい おおきい	コウ	[sound:agj-pinyin-hao4.mp3]	1573
拆	2056		chāi	take apart	to break up, split apart, rip open; to destroy	ひらく さく	タク セキ	[sound:agj-pinyin-chai1.mp3]	1574
紛	2057	纷	fēn	disorderly	in disorder, scattered, tangled	まぎれる まがい	フン	[sound:agj-pinyin-fen1.mp3]	1575
托	2058		tuō	hold up	to hold up with palm; to support, rely on	たのむ	タク	[sound:agj-pinyin-tuo1.mp3]	1577
姑	2059		gū	father's sister	father's sister; husband's mother	しゅうとめ おば しばらく	コ	[sound:agj-pinyin-gu1.mp3]	1578
咱	2060		zán	we (inclusive)	we, us	われ	サツ サチ サ シャ	[sound:agj-pinyin-zan2.mp3]	1579
漏	2061		lòu	leak	leak, drip; funnel; hour glass	もる もれる もらす	ロウ	[sound:agj-pinyin-lou4.mp3]	1580
誕	2062	诞	dàn	nativity	to bear children, give birth; birth	いつわる	タン	[sound:agj-pinyin-dan4.mp3]	1581
淑	2063		shū	graceful	good, pure, virtuous, charming	よい	シュク	[sound:agj-pinyin-shu1.mp3]	1582
鬱	2064	郁	yù	depressed	luxuriant; dense, thick; moody	しげる	ウツ	[sound:agj-pinyin-yu4.mp3]	1583
砲	2065		pào	cannon	gun, cannon	おおずつ つつ	ホウ	[sound:agj-pinyin-pao4.mp3]	1584
柏	2066		bǎi bó	cypress	cypress, cedar	かしわ	ハク	[sound:agj-pinyin-bai3.mp3]	1585
牆	2067	墙	qiáng	wall	wall	かき	ショウ	[sound:agj-pinyin-qiang2.mp3]	1586
窩	2068	窝	wō	hollow	nest; cave, den; hiding place	むろ	カ ワ	[sound:agj-pinyin-wo1.mp3]	1587
頃	2069	顷	qǐng	100 Chinese acres	a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean	ころ しばらく	ケイ キョウ キ	[sound:agj-pinyin-qing3.mp3]	2702
傾	2070	倾	qīng	incline	upset, pour out, overflow	かたむく かたむける くつがえす	ケイ	[sound:agj-pinyin-qing1.mp3]	1588
辭	2071	辞	cí	phraseology	words, speech, expression, phrase	やめる	ジ シ	[sound:agj-pinyin-ci2.mp3]	1589
秒	2072		miǎo	seconds	beard of grain or corn; a second	のぎ	ビョウ	[sound:agj-pinyin-miao3.mp3]	1590
渡	2073		dù	ferry	cross, ferry over; ferry	わたる わたす わたし	ト	[sound:agj-pinyin-du4.mp3]	1592
沖	2074	冲	chōng	wash away	pour, infuse, steep; wash away	おき わく	チュウ	[sound:agj-pinyin-chong1.mp3]	1593
廖	2076		liào		surname; name of an ancient state	むなしい	リョウ	[sound:agj-pinyin-liao4.mp3]	1594
輛	2077	辆	liàng	vehicles	numerary adjunct for vehicles	ならぶ くるま	リョウ	[sound:agj-pinyin-liang4.mp3]	1595
齒	2078	齿	chǐ	teeth	teeth; gears, cogs; age; KangXi radical 211	は	シ	[sound:agj-pinyin-chi3.mp3]	1868
齡	2079	龄	líng	length of service	age; years	よわい	レイ	[sound:agj-pinyin-ling2.mp3]	1596
培	2080		péi	cultivate	bank up with dirt; cultivate	つちかう	バイ ホウ ハイ	[sound:agj-pinyin-pei2.mp3]	1597
邀	2081		yāo	request the presence of	invite, welcome; meet, intercept	むかえる もとめる	ヨウ	[sound:agj-pinyin-yao1.mp3]	1598
袋	2082		dài	bag	pocket, bag, sack, pouch	ふくろ	タイ	[sound:agj-pinyin-dai4.mp3]	1600
杜	2083		dù	prevent	stop, prevent; restrict; surname	やまなし ふさぐ もり	ド ト ズ	[sound:agj-pinyin-du4.mp3]	1601
酸	2084		suān	sour	tart, sour; acid; stiff; spoiled	すい す つらい	サン	[sound:agj-pinyin-suan1.mp3]	1602
胸	2086		xiōng	bosom	breast, bosom, chest; thorax	むね	キョウ	[sound:agj-pinyin-xiong1.mp3]	1603
邏	2087	逻	luó	make the rounds	patrol; inspect; watch	めぐる	ラ	[sound:agj-pinyin-luo2.mp3]	1604
涼	2088	凉	liáng	cool	cool, cold; disheartened	すずしい うすい まことに	リョウ	[sound:agj-pinyin-liang2.mp3]	1606
肥	2089		féi	plump	fat, plump, obese; fertile	こえる こやす こえ	ヒ	[sound:agj-pinyin-fei2.mp3]	1607
獸	2090	兽	shòu	beast	beast, animal; bestial	けもの	ジュウ	[sound:agj-pinyin-shou4.mp3]	1609
娃	2091		wá	newborn	baby; doll; pretty girl	うつくしい	ア アイ	[sound:agj-pinyin-wa2.mp3]	1610
孔	2092		kǒng	cavity	opening, hole, orifice; great	あな はなはだ	コウ	[sound:agj-pinyin-kong3.mp3]	1611
陷	2094		xiàn	get stuck	submerge, sink, plunge; trap	おちいる おとしいれる	カン	[sound:agj-pinyin-xian4.mp3]	1612
估	2095		gū	estimate	merchant; estimate, guess, presume	あきなう あたい	コ	[sound:agj-pinyin-gu1.mp3]	1613
妻	2096		qī	wife	wife	つま めあわせる	サイ	[sound:agj-pinyin-qi1.mp3]	1614
徑	2097	径	jìng	trail	narrow path; diameter; direct	こみち ちかみち みち	ケイ	[sound:agj-pinyin-jing4.mp3]	1615
玫	2098		méi	rose	rose		バイ メ マイ	[sound:agj-pinyin-mei2.mp3]	1616
潛	2100	潜	qián	submerge	hide; hidden, secret, latent	ひそむ もぐる	セン	[sound:agj-pinyin-qian2.mp3]	1617
胞	2101		bāo	placenta	womb, placenta, fetal membrane	えな	ホウ	[sound:agj-pinyin-bao1.mp3]	1619
煞	2102		shā	goblin	malignant deity; baleful, noxious; strike dead	ころす	サツ サイ セツ	[sound:agj-pinyin-sha1.mp3]	1620
脆	2103		cuì	fragile	crisp; fragile, frail; brittle	もろい よわい	ゼイ セイ	[sound:agj-pinyin-cui4.mp3]	1621
抹	2104		mǒ	smear on	smear, apply, wipe off, erase	する	マツ	[sound:agj-pinyin-mo3.mp3]	1622
猶	2105	犹	yóu	just like	like, similar to, just like, as	なお	ユウ	[sound:agj-pinyin-you2.mp3]	1623
築	2106	筑	zhú	construct	build, erect; building	きずく つく	チク	[sound:agj-pinyin-zhu2.mp3]	1624
碎	2107		suì	shattered	break, smash; broken, busted	くだく	サイ	[sound:agj-pinyin-sui4.mp3]	1626
卉	2108		huì		general term for plants; myriads	くさ	キ	[sound:agj-pinyin-hui4.mp3]	3828
噴	2110	喷	pēn	spurt	spurt, blow out, puff out	ふく はく	フン	[sound:agj-pinyin-pen1.mp3]	1627
雀	2111		què	sparrow	sparrow	すずめ	ジャク サク	[sound:agj-pinyin-que4.mp3]	2222
截	2112		jié	lop off	cut off, stop, obstruct, intersect	たつ きる	セツ	[sound:agj-pinyin-jie2.mp3]	1628
婦	2113	妇	fù	married woman	married women; woman; wife	よめ おんな	フ	[sound:agj-pinyin-fu4.mp3]	1630
垃	2114		lā	garbage	garbage, refuse, waste		ラツ	[sound:agj-pinyin-la1.mp3]	1631
荒	2115		huāng	wasteland	wasteland, desert; uncultivated	あれる あらい あらす	コウ	[sound:agj-pinyin-huang1.mp3]	1632
敝	2116		bì		break, destroy; broken, tattered	やぶれる	ヘイ	[sound:agj-pinyin-bi4.mp3]	1718
幣	2117	币	bì	currency	currency, coins, legal tender	ぬさ たから ぜに	ヘイ	[sound:agj-pinyin-bi4.mp3]	1633
圾	2118		jī	trash	garbage, rubbish; shaking; danger	あやうい	ギュウ ゴウ ショク セイ	[sound:agj-pinyin-ji1.mp3]	1634
串	2119		chuàn	string together	string; relatives; conspire	くし つらぬく	セン カン	[sound:agj-pinyin-chuan4.mp3]	1635
伸	2120		shēn	extend	extend, stretch out, open up; trust	のびる のばす	シン	[sound:agj-pinyin-shen1.mp3]	1637
傲	2122		ào	haughty	proud, haughty, overbearing	おごる あなどる	ゴウ	[sound:agj-pinyin-ao4.mp3]	1638
弦	2123		xián	bowstring	string; hypotenuse, crescent	つる	ゲン	[sound:agj-pinyin-xian2.mp3]	1639
泥	2124		ní	mud	mud, mire; earth, clay; plaster	どろ なずむ	デイ	[sound:agj-pinyin-ni2.mp3]	1640
繁	2125		fán	numerous	complicated, complex, difficult	しげし しげる	ハン	[sound:agj-pinyin-fan2.mp3]	1641
魯	2126	鲁	lǔ	Lu	foolish, stupid, rash; vulgar	おろか	ロ	[sound:agj-pinyin-lu3.mp3]	1642
忌	2127		jì	shun	jealous, envious; fear	いむ	キ	[sound:agj-pinyin-ji4.mp3]	1643
億	2128	亿	yì	one hundred million	hundred million; many	おしはかる	オク ヨク	[sound:agj-pinyin-yi4.mp3]	1644
叭	2129		bā	trumpet	trumpet		ハツ ハ ハチ	[sound:agj-pinyin-ba1.mp3]	1645
坦	2130		tǎn	level	flat, smooth; self-possessed	たいら	タン	[sound:agj-pinyin-tan3.mp3]	1646
恥	2131	耻	chǐ	shame	shame, humiliation; ashamed	はじる はじ はずかしい	チ	[sound:agj-pinyin-chi3.mp3]	1647
蜜	2132		mì	honey	honey; sweet; nectar	みつ はちみつ	ミツ ビツ	[sound:agj-pinyin-mi4.mp3]	1648
欺	2133		qī	dupe	cheat, double-cross, deceive	あざむく	ギ キ	[sound:agj-pinyin-qi1.mp3]	1649
捨	2134	舍	shě	abandon	discard, give up willingly; give alms	すてる	シャ	[sound:agj-pinyin-she3.mp3]	1650
怡	2135		yí		harmony; pleasure, joy; be glad	よろこぶ	イ	[sound:agj-pinyin-yi2.mp3]	1651
玲	2136		líng	exquisite	tinkling of jade		レイ ロウ	[sound:agj-pinyin-ling2.mp3]	1652
臭	2137		chòu	stinking	smell, stink, emit foul odor	くさい におい かぐ	シュウ キュウ	[sound:agj-pinyin-chou4.mp3]	1653
唐	2138		táng	Tang	[reading] dynasty; Chinese	から	トウ	[sound:agj-pinyin-tang2.mp3]	1654
湯	2139	汤	tāng	soup	hot water; soup, gravy, broth	ゆ	トウ ショウ	[sound:agj-pinyin-tang1.mp3]	1655
躬	2140		gōng	stoop	body; personally, in person	み	キュウ	[sound:agj-pinyin-gong1.mp3]	3183
窮	2141	穷	qióng	poor	poor, destitute, impoverished	きわめる きわまる	キュウ	[sound:agj-pinyin-qiong2.mp3]	1656
悉	2142		xī	be informed	know, learn about, comprehend	つくす ことごとく	シツ	[sound:agj-pinyin-xi1.mp3]	1657
勁	2143	劲	jìn	powerful	strong, unyielding, tough, powerful	つよい	ケイ	[sound:agj-pinyin-jin4.mp3]	1658
拔	2144		bá	pull out	uproot, pull out	ぬく ぬける たすける	バツ ハツ ハイ	[sound:agj-pinyin-ba2.mp3]	1659
甜	2145		tián	sugary	sweet, sweetness	うまい	テン	[sound:agj-pinyin-tian2.mp3]	1660
蒙	2146		méng	Mongolia	cover; ignorant; suffer; mongolia	おおう こうむる くらい	ボウ モウ	[sound:agj-pinyin-meng2.mp3]	1661
逛	2147		guàng	stroll	ramble, stroll, roam, wander	はしる	キョウ コウ	[sound:agj-pinyin-guang4.mp3]	1662
摘	2148		zhāi	handpick	pluck, pick; select; specify	つむ ひろう あばく	テキ タク チャク	[sound:agj-pinyin-zhai1.mp3]	1664
膽	2149	胆	dǎn	gall bladder	gall bladder; bravery, courage	きも	タン	[sound:agj-pinyin-dan3.mp3]	1665
糟	2150		zāo	messed up	sediment, dregs; pickle	かす	ソウ	[sound:agj-pinyin-zao1.mp3]	1666
腿	2151		tuǐ	leg	legs, thighs	もも	タイ	[sound:agj-pinyin-tui3.mp3]	1667
喇	2152		lǎ	flared horn	horn, bugle; lama; final particle	ものいう	ラツ ラ	[sound:agj-pinyin-la3.mp3]	1668
醜	2153	丑	chǒu	ugly	ugly looking, homely; disgraceful	みにくい にくむ たぐい	シュウ	[sound:agj-pinyin-chou3.mp3]	1669
躍	2154	跃	yuè	leap	skip, jump, frolic	おどる	ヤク テキ	[sound:agj-pinyin-yue4.mp3]	1670
繳	2155	缴	jiǎo	shell out	deliver, submit; hand over	かえす	シャク キョウ カク ギャク	[sound:agj-pinyin-jiao3.mp3]	1671
澤	2156	泽	zé	swamp	marsh, swamp; grace, brilliance; damp, moist; fertile	さわ	タク	[sound:agj-pinyin-ze2.mp3]	1673
碧	2157		bì	green jade	jade; green, blue	みどり あお	ヘキ ヒャク	[sound:agj-pinyin-bi4.mp3]	1674
鞋	2158		xié	shoes	shoes, footwear in general	わらじ	アイ カイ	[sound:agj-pinyin-xie2.mp3]	1675
韓	2159	韩	hán	Korea	fence; surname; Korea	いげた	カン	[sound:agj-pinyin-han2.mp3]	1676
晨	2160		chén	morning	early morning, daybreak	あした とき	シン	[sound:agj-pinyin-chen2.mp3]	1678
莉	2161		lì	jasmine	white jasmine		チ レイ リ	[sound:agj-pinyin-li4.mp3]	1679
駕	2162	驾	jià	drive	to drive, sail, fly; a cart, carriage	のる しのぐ	ガ	[sound:agj-pinyin-jia4.mp3]	1680
猛	2163		měng	fierce	violent, savage, cruel; bold	たけし	モウ ボウ	[sound:agj-pinyin-meng3.mp3]	1681
緩	2164	缓	huǎn	unhurried	slow, leisurely; to postpone, delay	ゆるい ゆるやか ゆるむ	カン	[sound:agj-pinyin-huan3.mp3]	1682
坡	2165		pō	slope	slope, bank, hillside	つつみ	ハ ヒ	[sound:agj-pinyin-po1.mp3]	1683
炸	2166		zhà	blow up	to fry in oil; to scald; to explode	あげる	サク サ サツ	[sound:agj-pinyin-zha4.mp3]	1684
怒	2167		nù	anger	anger, rage, passion; angry	いかる おこる	ド ヌ	[sound:agj-pinyin-nu4.mp3]	1685
捕	2168		bǔ	capture	arrest, catch, seize	とらえる とる つかまえる	ホ	[sound:agj-pinyin-bu3.mp3]	1687
幼	2169		yòu	young	infant, young child; immature	おさない	ヨウ ユウ	[sound:agj-pinyin-you4.mp3]	1688
艾	2170		ài	Chinese mugwort	artemisia, mugwort; translit.	よもぎ もぐさ かる	ガイ ゲイ	[sound:agj-pinyin-ai4.mp3]	1689
恆	2171	恒	héng	permanent	constant, regular, persistent	つね	コウ	[sound:agj-pinyin-heng2.mp3]	1690
割	2172		gē	cut off	cut, divide, partition; cede	わる さく われる	カツ	[sound:agj-pinyin-ge1.mp3]	1691
扯	2173		chě	yank	rip up, tear down; raise; haul	ひく	タ シャ	[sound:agj-pinyin-che3.mp3]	1692
盾	2174		dùn	shield	shield, shield-shaped object; currency sign for Dutch guilder	たて	ジュン トン	[sound:agj-pinyin-dun4.mp3]	1693
么	2175		me		interrogative particle; repetition of a tune small; tender		エウ	[sound:agj-pinyin-me1.mp3]	1694
吐	2176		tǔ	spit	vomit, spew out, cough up	はく	ト	[sound:agj-pinyin-tu3.mp3]	1695
辨	2177		biàn	differentiate	distinguish, discriminate	わける わきまえる	ベン ヘン	[sound:agj-pinyin-bian4.mp3]	1697
軒	2178	轩	xuān	veranda	carriage; high; wide; balcony; surname of the Yellow Emperor	のき	ケン	[sound:agj-pinyin-xuan1.mp3]	1698
丹	2179		dān	cinnabar red	cinnabar (native HgS); vermilion (artificial HgS used as pigment)	あか に	タン	[sound:agj-pinyin-dan1.mp3]	1700
鑑	2180		jiàn	probe	mirror, looking glass; reflect	かがみ かんがみる	カン	[sound:agj-pinyin-jian4.mp3]	1701
賦	2181	赋	fù	levy	tax; give; endow; army; diffuse	みつぎ	フ	[sound:agj-pinyin-fu4.mp3]	1703
坪	2182		píng	level ground	level ground; Japanese measure	つぼ	ヘイ ヒョウ	[sound:agj-pinyin-ping2.mp3]	1704
侵	2183		qīn	invade	invade, encroach upon, raid	おかす	シン	[sound:agj-pinyin-qin1.mp3]	1705
胎	2184		tāi	fetus	unborn child, embryo, fetus	はらむ	タイ	[sound:agj-pinyin-tai1.mp3]	1706
悠	2185		yōu	without haste	long, far, remote, distant; liesurely	とおい はるか	ユウ	[sound:agj-pinyin-you1.mp3]	1707
薪	2186		xīn	fuel	fuel, firewood; salary	たきぎ	シン	[sound:agj-pinyin-xin1.mp3]	1708
刪	2187	删	shān	delete	to cut; delete, erase; to geld	けずる	サン	[sound:agj-pinyin-shan1.mp3]	1709
杉	2188		shān	fir tree	various species of pine and fir	すぎ	サン	[sound:agj-pinyin-shan1.mp3]	2015
彬	2189		bīn	well-mannered	cultivated, well-bred	あきらか	ヒン	[sound:agj-pinyin-bin1.mp3]	1710
悟	2190		wù	realize	to apprehend, realize, become aware	さとる さとり	ゴ	[sound:agj-pinyin-wu4.mp3]	1711
珠	2191		zhū	pearl	precious stone, gem, jewel, pearl	たま	シュ	[sound:agj-pinyin-zhu1.mp3]	1712
勤	2192		qín	diligent	industrious, diligent, attentive	つとめる つとめ	キン ゴン	[sound:agj-pinyin-qin2.mp3]	1713
瑰	2193		guī	marvelous	extraordinary, fabulous; rose	おおきい すぐれる うつくしい	カイ	[sound:agj-pinyin-gui1.mp3]	1714
植	2194		zhí	plant	plant, trees, plants; grow	うえる たてる	ショク チ	[sound:agj-pinyin-zhi2.mp3]	1715
痴	2195		chī	idiotic	foolish, stupid, dumb, silly	おろか	チ	[sound:agj-pinyin-chi1.mp3]	1716
礙	2196	碍	ài	obstruct	obstruct, hinder, block, deter	さまたげる	ガイ ゲ	[sound:agj-pinyin-ai4.mp3]	1717
盃	2197		bēi	trophy	glass, cup	さかずき	ハイ	[sound:agj-pinyin-bei1.mp3]	1719
盼	2198		pàn	await hopefully	look, gaze; expect, hope for		ハン ヘン フン ブン	[sound:agj-pinyin-pan4.mp3]	1720
亨	2199		hēng	go smoothly	smoothly, progressing, no trouble	たてまつる とおる	キョウ コウ ホウ	[sound:agj-pinyin-heng1.mp3]	1721
逝	2200		shì	pass away	pass away; die	ゆく	セイ セツ	[sound:agj-pinyin-shi4.mp3]	1722
剪	2201		jiǎn	shears	scissors; cut, divide, separate	きる	セン	[sound:agj-pinyin-jian3.mp3]	1723
磨	2202		mó	grind	grind; polish; rub; wear out; a millstone	みがく	マ	[sound:agj-pinyin-mo2.mp3]	1724
逼	2203		bī	press	compel, pressure, force; bother	せまる	ヒツ ヒョク	[sound:agj-pinyin-bi1.mp3]	1725
濃	2204	浓	nóng	concentrated	thick, strong, concentrated	こい こまやか	ノウ ジョウ	[sound:agj-pinyin-nong2.mp3]	1726
乏	2205		fá	weary	lack; poor	とぼしい	ボウ	[sound:agj-pinyin-fa2.mp3]	1728
擋	2206	挡	dǎng	fend off	obstruct, impede; stop; resist	さける	トウ	[sound:agj-pinyin-dang3.mp3]	1729
姆	2207		mǔ	nanny	child's governess; matron	かしずき うば	ボ モ	[sound:agj-pinyin-mu3.mp3]	1730
症	2208		zhèng	disease	disease, illness, ailment	しるし	ショウ	[sound:agj-pinyin-zheng4.mp3]	1731
嫌	2209		xián	dislike	hate, detest; suspect; criticize	きらう うたがう	ケン ゲン	[sound:agj-pinyin-xian2.mp3]	1732
躲	2210		duǒ	dodge	hide, secrete; avoid, escape	かわす	タ	[sound:agj-pinyin-duo3.mp3]	1733
壁	2211		bì	partition	partition wall; walls of a house	かべ	ヘキ	[sound:agj-pinyin-bi4.mp3]	1734
釣	2212	钓	diào	go fishin'	fish; fishhook; tempt, lure	つり つる	チョウ	[sound:agj-pinyin-diao4.mp3]	1735
暖	2213		nuǎn	warm	warm, genial	あたたかい あたためる あたたまる	ダン ケン ノン	[sound:agj-pinyin-nuan3.mp3]	1736
憾	2214		hàn	regret	to regret, remorse; dissatisfied	うらむ	カン	[sound:agj-pinyin-han4.mp3]	1737
遜	2215	逊	xùn	modest	humble, modest; yield	ゆずる へりくだる したがう	ソン	[sound:agj-pinyin-xun4.mp3]	1738
愉	2216		yú	overjoyed	pleasant, delightful; please	たのしむ たのしい	ユ トウ	[sound:agj-pinyin-yu2.mp3]	1739
捷	2217		jié	nimble	win, victory, triumph	かつ はやい	ショウ ソウ	[sound:agj-pinyin-jie2.mp3]	1742
歎	2218		tàn		sigh, admire	なげく	タン	[sound:agj-pinyin-tan4.mp3]	2649
嘆	2219	叹	tàn	sigh	sigh, admire	なげく なげき	タン	[sound:agj-pinyin-tan4.mp3]	1743
滴	2220		dī	drip	drip; drop of water	したたる しずく したたり	テキ	[sound:agj-pinyin-di1.mp3]	1745
扣	2221		kòu	button	knock, strike, rap, tap; button	たたく ひかえる うつ	コウ	[sound:agj-pinyin-kou4.mp3]	1746
抵	2222		dǐ	resist	resist, oppose; deny; off-set	あたる あてる	テイ	[sound:agj-pinyin-di3.mp3]	1747
奔	2223		bēn	dash	run fast, flee; rush about; run	はしる	ホン	[sound:agj-pinyin-ben1.mp3]	1748
翁	2224		wēng	elderly man	old man; father, father-in-law	おきな	オウ	[sound:agj-pinyin-weng1.mp3]	1749
蹟	2225		jī	remains	trace, tracks; footprints	あと	セキ シャク	[sound:agj-pinyin-ji1.mp3]	1750
菲	2226		fēi	humble	fragrant, luxuriant; the Philippines	うすい	ヒ	[sound:agj-pinyin-fei1.mp3]	1751
爬	2227		pá	crawl	crawl, creep; climb; scramble	かく	ハ	[sound:agj-pinyin-pa2.mp3]	1752
棚	2228		péng	shed	tent, awning; booth; shed	たな	ホウ	[sound:agj-pinyin-peng2.mp3]	1753
惱	2229	恼	nǎo	annoyed	angered, filled with hate	なやむ	ノウ	[sound:agj-pinyin-nao3.mp3]	1755
牲	2230		shēng	domestic animal	sacrificial animal; animal	いけにえ	セイ ショウ	[sound:agj-pinyin-sheng1.mp3]	1757
泳	2231		yǒng	swim	dive; swim	およぐ	エイ	[sound:agj-pinyin-yong3.mp3]	1758
恰	2232		qià	just right	just, exactly, precisely; proper	あたかも	コウ カツ	[sound:agj-pinyin-qia4.mp3]	1759
滄	2233	沧	cāng	dark blue	blue, dark green; cold	さむい	ソウ	[sound:agj-pinyin-cang1.mp3]	1760
桑	2235		sāng	mulberry tree	mulberry tree; surname	くわ	ソウ	[sound:agj-pinyin-sang1.mp3]	1761
蔣	2236	蒋	jiǎng	Jiang	surname; Hydropyrum latifalium	まこも はげます	ショウ ソウ	[sound:agj-pinyin-jiang3.mp3]	1762
